"","year","Respondent_ID_2016","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","secondpref"
"62","2016","2317623","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","No Difference","Labor","Refugees","Economy",NA
"63","2016","2322575","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Debt",NA
"64","2016","2332470","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","Immigration","Economy","Labor"
"65","2016","2345958","Labor","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","No Difference","No Difference","Education","Health","Labor"
"66","2016","2358456","Labor","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Health",NA
"67","2016","2386309","Labor","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Labor","No Difference","Labor","No Difference","No Difference","Labor","No Difference","No Difference","Labor","No Difference","Health","Superannuation",NA
"68","2016","2446788","Labor","Quite Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Not Very Important","Not Very Important","Quite Important","Quite Important","No Difference","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Health","Taxation",NA
"69","2016","2492820","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","No Difference","No Difference","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","No Difference","Health","Education","Labor"
"70","2016","2506238","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Immigration","Debt",NA
"71","2016","2536604","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Refugees",NA
"72","2016","2538656","Labor","Extremely Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education",NA
"73","2016","2609538","Labor","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Environment","Economy",NA
"74","2016","2614062","Labor","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Labor","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","No Difference","Labor","No Difference","Economy","Debt",NA
"75","2016","2616619","Labor","Extremely Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Taxation","Economy",NA
"76","2016","2625069","Labor","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Liberal","Labor","Labor","Taxation","Education",NA
"77","2016","2641864","Labor","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Labor","Labor","Taxation","Education",NA
"78","2016","2677596","Labor","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Labor","No Difference","Labor","No Difference","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","Health","Education",NA
"79","2016","2693462","Labor","Extremely Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Labor","No Difference","Labor","No Difference","Liberal","No Difference","No Difference","No Difference","Labor","No Difference","Economy","Debt","Labor"
"80","2016","2741096","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","Education","Health",NA
"81","2016","2759684","Labor","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Taxation",NA
"82","2016","2790270","Labor","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Health","Superannuation",NA
"83","2016","2796509","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Education","Economy",NA
"84","2016","2802496","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Refugees",NA
"85","2016","2812589","Labor","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Taxation","Education",NA
"86","2016","2814893","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education",NA
"87","2016","2815127","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Climate",NA
"88","2016","2840986","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Environment",NA
"89","2016","2877666","Labor","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Labor","Liberal","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","Superannuation","Immigration","Labor"
"90","2016","2899974","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Refugees","Environment",NA
"91","2016","2929038","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","No Difference","No Difference","Labor","Labor","No Difference","Labor","No Difference","Environment","Climate",NA
"92","2016","2956651","Labor","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","No Difference","Labor","Economy","Health",NA
"93","2016","2986196","Labor","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Environment",NA
"94","2016","3019653","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","No Difference","No Difference","Labor","No Difference","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","Education","Health",NA
"95","2016","3056783","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Economy","Education",NA
"96","2016","3068131","Labor","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Labor","Labor","Education","Environment",NA
"97","2016","3077378","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","No Difference","Labor","Labor","Education","Health",NA
"98","2016","3080898","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Liberal","Labor","Labor","Liberal","Labor","Liberal","Labor","Labor","Liberal","Health","Climate",NA
"99","2016","3105557","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","No Difference","Labor","Labor","Liberal","Labor","No Difference","No Difference","No Difference","No Difference","Health","Education",NA
"100","2016","3202122","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","Economy","Taxation",NA
"101","2016","3227101","Labor","Extremely Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Health",NA
