"","Respondent_ID_2016","year","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","secondpref","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"22","1082118","2019","Labor","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Health",NA,"Undergraduate","Female",61,"Australia","Anglican","Middle","Major City",">180,000","2283"
"23","1083397","2016","Independent","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Labor","No Difference","Labor","Liberal","Labor","Labor","No Difference","Labor","Labor","Labor","Taxation","Superannuation","Labor","No Qualification","Male",69,"Australia","Roman Catholic","Working","Major City","50,001-60,000","2210"
"24","1091480","2016","Labor","Extremely Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Superannuation","Debt",NA,"No Qualification","Male",54,"Australia","Anglican","Middle","Major City","60,001-70,000","2212"
"25","1091741","2016","Liberal","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Superannuation",NA,"Non-Trade","Female",62,"Australia","Roman Catholic","Working","Major City","30,001-35,000","2518"
"26","1091741","2019","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Health","Economy",NA,"No Qualification","Female",65,"Australia","Roman Catholic","Working","Large Town","100,001-110,000","2518"
"27","1092276","2016","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","No Difference","No Difference","Labor","No Difference","Liberal","No Difference","No Difference","No Difference","Liberal","Liberal","Economy","Superannuation",NA,"Undergraduate","Female",57,"Australia","Anglican","None","Major City",">180,000","2135"
"28","1092276","2019","Liberal","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Debt","Superannuation",NA,"Undergraduate","Female",60,"Australia","Anglican","Middle","Major City",">180,000","2135"
"29","1095056","2016","Labor","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Labor","Labor","Labor","No Difference","No Difference","Labor","Labor","No Difference","No Difference","No Difference","Health","Economy",NA,"Associate Diploma","Male",73,"NESB","Roman Catholic","Middle","Large Town","15,001-20,000","2761"
"30","1097808","2019","Labor","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Liberal","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Education",NA,"Postgraduate","Female",67,"Australia","Roman Catholic","Middle","Small Country Town","80,001-90,000","2428"
"31","1102794","2016","Liberal","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Debt","Economy",NA,"Trade","Male",51,"Australia","Anglican","Working","Large Town","<10,000","2529"
"32","1103514","2016","Liberal","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Labor","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Labor","Liberal","Education","Health",NA,"Bachelor","Male",69,"NESB","Orthodox","Middle","Major City","15,001-20,000","2206"
"33","1103514","2019","Liberal","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Liberal","Liberal","Liberal","Liberal","Liberal","Labor","Labor","Liberal","Environment","Debt",NA,"Bachelor","Male",72,"NESB","Orthodox","Working","Major City","30,001-35,000","2206"
"34","1104798","2016","Greens","Extremely Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Refugees","Education","Labor","Undergraduate","Female",55,"Australia","No Religion","Middle","Major City","150,001-160,000","2193"
"35","1104798","2019","Greens","Quite Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Climate","Refugees","Labor","Associate Diploma","Female",58,"Australia","No Religion","Middle","Major City","70,001-80,000","2193"
"36","1105476","2016","Liberal","Quite Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Health",NA,"Trade","Female",92,"Australia","Methodist","Working","Rural","100,001-110,000","2707"
"37","1116861","2016","Liberal","Quite Important","Not Very Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Liberal","No Difference","Labor","No Difference","Liberal","Labor","No Difference","No Difference","No Difference","Liberal","Superannuation","Health",NA,"Associate Diploma","Male",49,"Australia","Roman Catholic","Working","Rural","160,001-180,000","2847"
"38","1118330","2016","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","No Difference","Liberal","Labor","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Health","Superannuation",NA,"Trade","Female",74,"Australia","No Religion","Working","Large Town","25,001-30,000","2526"
"39","1122863","2016","Greens","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","No Difference","No Difference","Labor","No Difference","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","Environment","Climate","Labor","Non-Trade","Female",64,"Australia","Non-Christian Other","Middle","Large Country Town","130,001-140,000","2541"
"40","1122863","2019","Greens","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","No Difference","No Difference","No Difference","Labor","No Difference","Labor","No Difference","No Difference","No Difference","Labor","Climate","Environment","Labor","Trade","Female",67,"Australia","Other","Middle","Large Country Town","120,001-130,000","2541"
"41","1127625","2016","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","No Difference","No Difference","Liberal","No Difference","No Difference","No Difference","Superannuation","Economy",NA,"Associate Diploma","Male",62,"Australia","Anglican","Working","Major City","90,001-100,000","2153"
"42","1127625","2019","Liberal","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Taxation",NA,"Associate Diploma","Male",65,"Australia","Anglican","Working","Major City","90,001-100,000","2153"
"43","1130303","2016","National","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","No Difference","Liberal","Economy","Immigration",NA,"Postgraduate","Male",76,"Australia","Baptist","Middle","Large Country Town","90,001-100,000","2430"
"44","1130303","2019","National","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Superannuation","Economy",NA,"Postgraduate","Male",79,"Australia","Baptist","Middle","Large Country Town","160,001-180,000","2430"
"45","1132308","2016","Labor","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Labor","Labor","Labor","No Difference","No Difference","Labor","Labor","No Difference","Labor","No Difference","Health","Economy",NA,"Undergraduate","Female",56,"Australia","Roman Catholic","Working","Small Country Town","80,001-90,000","2464"
"46","1132313","2016","Liberal","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Debt","Refugees",NA,"Associate Diploma","Male",73,"Australia","Anglican","Working","Major City","40,001-45,000","2210"
"47","1132313","2019","Liberal","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Superannuation",NA,"Trade","Male",76,"Australia","Anglican","Working","Major City","50,001-60,000","2210"
"48","1146530","2016","Christian Democratic","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Economy","Climate","Coalition","Trade","Male",54,"Australia","Baptist","Working","Large Town","70,001-80,000","2280"
"49","1146530","2019","Palmer's United","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","No Difference","Liberal","No Difference","No Difference","Liberal","No Difference","Liberal","No Difference","Liberal","No Difference","Economy","Education",NA,"Trade","Male",57,"Australia","Christian","Working","Large Country Town","45,001-50,000","2280"
"50","1164353","2016","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Education","Superannuation",NA,"Non-Trade","Male",50,"Australia","Roman Catholic","Middle","Major City",">180,000","2280"
"51","1165893","2019","Labor","Not Very Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Liberal","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","No Difference","Liberal","Environment","Climate",NA,"Undergraduate","Male",59,"Australia","Roman Catholic","None","Major City","100,001-110,000","2036"
"52","1175588","2016","Greens","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Liberal","Labor","Liberal","Labor","Liberal","Labor","Labor","No Difference","No Difference","No Difference","Education","Health",NA,"Bachelor","Female",64,"NESB","Roman Catholic","Middle","Major City","70,001-80,000","2042"
"53","1175588","2019","Greens","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","Labor","No Difference","No Difference","No Difference","Climate","Taxation",NA,"Bachelor","Female",67,"NESB","Roman Catholic","Working","Major City","90,001-100,000","2042"
"54","1179941","2016","Labor","Not Very Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Environment",NA,"Postgraduate","Female",70,"Australia","Anglican","Middle","Small Country Town","20,001-25,000","2548"
"55","1179941","2019","Labor","Quite Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Environment","Climate",NA,"Postgraduate","Female",73,"Australia","Anglican","Middle","Small Country Town","20,001-25,000","2548"
"56","1190841","2016","Greens","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","Liberal","Labor","Economy","Superannuation","Labor","Associate Diploma","Male",60,"Australia","Roman Catholic","Middle","Major City","90,001-100,000","2154"
"57","1190841","2019","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education",NA,"Associate Diploma","Male",63,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","2154"
"58","1192099","2016","Labor","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","No Difference","No Difference","Labor","No Difference","No Difference","Labor","No Difference","No Difference","Labor","No Difference","Superannuation","Refugees",NA,"Bachelor","Male",53,"NESB","Roman Catholic","Working","Major City","140,001-150,000","2200"
"59","1192099","2019","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Economy",NA,"Postgraduate","Male",56,"NESB","Roman Catholic","Working","Major City","150,001-160,000","2200"
"60","1195872","2016","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education",NA,"No Qualification","Female",49,"Australia","Anglican","Working","Large Country Town","100,001-110,000","2754"
"61","1199293","2016","Labor","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","Labor","Labor","No Difference","No Difference","Health","Refugees",NA,"Bachelor","Male",60,"Australia","No Religion","Middle","Major City",">180,000","2085"
"62","1199293","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","No Difference","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","Liberal","No Difference","Climate","Superannuation",NA,"Bachelor","Male",63,"Australia","No Religion","Middle","Major City",">180,000","2085"
"63","1202010","2016","National","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","No Difference","No Difference","Liberal","No Difference","No Difference","Liberal","Health","Refugees",NA,"Associate Diploma","Male",75,"Australia","Roman Catholic","Middle","Small Country Town","25,001-30,000","4818"
"64","1202142","2016","Greens","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","No Difference","Taxation","Debt","Labor","No Qualification","Male",71,"NESB","Methodist","Working","Rural","80,001-90,000","2469"
"65","1220558","2019","Liberal","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","No Difference","No Difference","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Taxation",NA,"No Qualification","Male",62,"NESB","No Religion","Middle","Major City","50,001-60,000","2063"
"66","1230452","2019","Liberal","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Extremely Important","Labor","No Difference","No Difference","No Difference","Liberal","Labor","No Difference","No Difference","No Difference","Liberal","Economy","Health",NA,"Postgraduate","Male",58,"NESB","No Religion","Working","Major City","50,001-60,000","2077"
"67","1232714","2019","Liberal","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Taxation",NA,"Non-Trade","Female",57,"Australia","Anglican","Working","Major City","70,001-80,000","2320"
"68","1234096","2016","Labor","Quite Important","Not Very Important","Not Very Important","Not Very Important","Not Very Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Superannuation",NA,"Non-Trade","Male",47,"NESB","Orthodox","Middle","Large Town","120,001-130,000","2530"
"69","1239458","2016","Liberal","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","Labor","Liberal","No Difference","Liberal","Labor","No Difference","Liberal","Taxation","Debt",NA,"Bachelor","Male",47,"Australia","Roman Catholic","Middle","Major City",">180,000","2007"
"70","1239458","2019","Labor","Quite Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Liberal","Labor","Liberal","Labor","Labor","Liberal","No Difference","Labor","Liberal","Liberal","Climate","Economy",NA,"Bachelor","Male",50,"Australia","Roman Catholic","Middle","Major City",">180,000","2007"
"71","1240935","2016","Christian Democratic","Not Very Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","No Difference","Liberal","No Difference","Labor","Liberal","No Difference","No Difference","Labor","Labor","No Difference","Refugees","Superannuation","Coalition","Undergraduate","Male",49,"Australia","Christian","Middle","Major City",">180,000","2121"
"72","1242126","2016","Labor","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Liberal","No Difference","Labor","Liberal","Liberal","Labor","No Difference","Labor","Labor","Liberal","Environment","Education","Labor","Postgraduate","Male",52,"ESB","No Religion","None","Major City","120,001-130,000","2203"
"73","1242126","2019","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Labor","No Difference","Labor","Labor","No Difference","No Difference","No Difference","Labor","No Difference","No Difference","Education","Climate",NA,"Postgraduate","Male",55,"ESB","No Religion","Middle","Major City","120,001-130,000","2203"
"74","1243597","2016","Greens","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","No Difference","No Difference","Labor","Labor","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","Economy","Climate","Labor","Bachelor","Male",40,"Australia","No Religion","Middle","Major City","150,001-160,000","2010"
"75","1245751","2019","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","No Difference","No Difference","Environment","Taxation",NA,"Associate Diploma","Female",48,"Australia","No Religion","Working","Large Town","35,001-40,000","2283"
