"","Respondent_ID_2016","year","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"56","1202010","2016","Associate Diploma","Male",75,"Australia","Roman Catholic","Middle","Small Country Town","25,001-30,000","4818"
"57","1202142","2016","No Qualification","Male",71,"NESB","Methodist","Working","Rural","80,001-90,000","2469"
"58","1220558","2016","No Qualification","Male",59,"NESB","No Religion","Middle","Major City","80,001-90,000","2063"
"59","1230452","2016","Postgraduate","Male",55,"NESB","No Religion","None","Major City","40,001-45,000","2077"
"60","1232714","2016","No Qualification","Female",54,"Australia","Anglican","Working","Large Town","70,001-80,000","2320"
"61","1234096","2016","Non-Trade","Male",47,"NESB","Orthodox","Middle","Large Town","120,001-130,000","2530"
"62","1239458","2016","Bachelor","Male",47,"Australia","Roman Catholic","Middle","Major City",">180,000","2007"
"63","1240935","2016","Undergraduate","Male",49,"Australia","Christian","Middle","Major City",">180,000","2121"
"64","1242126","2016","Postgraduate","Male",52,"ESB","No Religion","None","Major City","120,001-130,000","2203"
"65","1243597","2016","Bachelor","Male",40,"Australia","No Religion","Middle","Major City","150,001-160,000","2010"
"66","1245751","2016","Associate Diploma","Female",45,"Australia","No Religion","Working","Major City","40,001-45,000","2283"
"67","1267681","2016","Bachelor","Male",77,"ESB","No Religion","Middle","Major City","30,001-35,000","2516"
"68","1267732","2016","Postgraduate","Male",55,"Australia","Roman Catholic","Middle","Large Town","120,001-130,000","2480"
"69","1275150","2016","Bachelor","Female",50,"Australia","No Religion","Working","Major City","60,001-70,000","2152"
"70","1276165","2016","Bachelor","Female",26,"Australia","Anglican","Middle","Major City","110,001-120,000","2234"
"71","1287168","2016","Associate Diploma","Female",76,"Australia","No Religion","Working","Large Country Town","20,001-25,000","2527"
"72","1287968","2016","No Qualification","Male",69,"Australia","Roman Catholic","Working","Large Town","25,001-30,000","2170"
"73","1289448","2016","Bachelor","Female",42,"NESB","Orthodox","Middle","Major City","140,001-150,000","2217"
"74","1298569","2016","Trade","Female",67,"NESB","Non-Christian Other","Working","Large Town","100,001-110,000","2763"
"75","1299617","2016","Bachelor","Female",39,"Australia","Roman Catholic","Middle","Major City","150,001-160,000","2223"
"76","1302095","2016","Trade","Male",67,"Australia","Roman Catholic","Working","Rural","30,001-35,000","2426"
"77","1303247","2016","Associate Diploma","Male",48,"Australia","Anglican","Middle","Rural","130,001-140,000","2250"
"78","1308432","2016","Postgraduate","Female",70,"ESB","No Religion","Middle","Large Country Town","60,001-70,000","2317"
"79","1314862","2016","Undergraduate","Male",63,"Australia","No Religion","None","Major City","60,001-70,000","2097"
"80","1317792","2016","Trade","Male",69,"Australia","No Religion","Middle","Rural","25,001-30,000","2540"
"81","1321294","2016","Postgraduate","Male",36,"Australia","Orthodox","Middle","Major City","50,001-60,000","2153"
"82","1321638","2016","Postgraduate","Male",53,"ESB","No Religion","Upper","Major City",">180,000","2001"
"83","1323851","2016","Postgraduate","Female",62,"Australia","Anglican","Middle","Major City","35,001-40,000","2282"
"84","1346571","2016","Bachelor","Male",45,"Australia","No Religion","Middle","Major City",">180,000","2097"
"85","1347731","2016","Trade","Male",70,"Australia","Baptist","Middle","Rural","70,001-80,000","2870"
"86","1349433","2016","Bachelor","Male",44,"Australia","No Religion","None","Rural","70,001-80,000","2680"
"87","1350392","2016","Postgraduate","Female",55,"Australia","No Religion","Middle","Large Town","70,001-80,000","2304"
"88","1362025","2016","Postgraduate","Male",43,"Australia","Roman Catholic","Middle","Major City",">180,000","2112"
"89","1369316","2016","Non-Trade","Female",56,"Australia","Presbyterian","Working","Major City","50,001-60,000","2170"
"90","1373216","2016","Bachelor","Female",43,"Australia","Roman Catholic","Middle","Small Country Town","10,001-15,000","2540"
"91","1375254","2016","Trade","Male",65,"Australia","Anglican","Working","Rural","10,001-15,000","2317"
"92","1377855","2016","No Qualification","Female",56,"Australia","Anglican","None","Small Country Town","20,001-25,000","2540"
"93","1382497","2016","No Qualification","Male",21,"Australia","Buddhist","Middle","Major City","45,001-50,000","2170"
"94","1386485","2016","Postgraduate","Male",53,"Australia","No Religion","Middle","Small Country Town","150,001-160,000","2456"
"95","1388647","2016","Trade","Male",60,"Australia","No Religion","Working","Major City","70,001-80,000","2101"
"96","1389700","2016","Bachelor","Male",20,"Australia","No Religion","Middle","Large Town","70,001-80,000","2118"
"97","1389851","2016","Bachelor","Male",65,"ESB","Anglican","Working","Small Country Town","35,001-40,000","2731"
"98","1406063","2016","Bachelor","Female",68,"NESB","Roman Catholic","Middle","Large Town","60,001-70,000","2320"
"99","1411918","2016","No Qualification","Female",20,"ESB","Muslim","Middle","Major City",">180,000","2173"
"100","1413841","2016","Bachelor","Female",27,"Australia","Roman Catholic","Middle","Major City","130,001-140,000","2285"
"101","1416344","2016","No Qualification","Female",20,"Australia","Pentecostalism","Working","Large Town","<10,000","2280"
"102","1430618","2016","No Qualification","Female",54,"Australia","Roman Catholic","Working","Major City","20,001-25,000","2168"
"103","1432791","2016","Bachelor","Male",36,"Australia","Christian","Middle","Large Town","140,001-150,000","2320"
"104","1435933","2016","No Qualification","Male",18,"Australia","No Religion","Working","Small Country Town","70,001-80,000","2477"
"105","1435984","2016","Non-Trade","Female",37,"NESB","No Religion","Middle","Large Town","110,001-120,000","2444"
"106","1436532","2016","Bachelor","Female",32,"Australia","Roman Catholic","Middle","Large Town","140,001-150,000","2650"
"107","1437438","2016","Bachelor","Female",37,"Australia","Anglican","Middle","Major City","160,001-180,000","2147"
"108","1438038","2016","Associate Diploma","Male",70,"Australia","No Religion","Working","Large Country Town","25,001-30,000","2594"
"109","1440482","2016","Undergraduate","Male",65,"Australia","Roman Catholic","Middle","Major City","70,001-80,000","2040"
"110","1448762","2016","Bachelor","Male",33,"Australia","No Religion","Middle","Major City","150,001-160,000","2298"
"111","1451403","2016","Bachelor","Female",33,"Australia","No Religion","Middle","Large Country Town",">180,000","2830"
"112","1455811","2016","Bachelor","Male",41,"NESB","Anglican","Working","Large Country Town","45,001-50,000","2760"
"113","1460002","2016","Postgraduate","Male",73,"ESB","Non-Christian Other","Middle","Major City","60,001-70,000","2756"
"114","1465568","2016","Associate Diploma","Female",52,"NESB","No Religion","Working","Major City","60,001-70,000","2096"
"115","1465612","2016","Postgraduate","Male",27,"Australia","Jewish","Middle","Major City","140,001-150,000","2017"
"116","1473954","2016","Associate Diploma","Male",50,"Australia","Anglican","Working","Large Town","140,001-150,000","2529"
"117","1475630","2016","No Qualification","Male",55,"Australia","No Religion","Middle","Rural",">180,000","2450"
"118","1476566","2016","Associate Diploma","Female",61,"Australia","Roman Catholic","Middle","Large Country Town","80,001-90,000","2380"
"119","1480341","2016","Non-Trade","Female",62,"Australia","Roman Catholic","Working","Large Town","35,001-40,000","2650"
"120","1483389","2016","Postgraduate","Female",68,"Australia","No Religion","Middle","Small Country Town","20,001-25,000","2646"
"121","1486907","2016","No Qualification","Male",24,"Australia","No Religion","Middle","Large Town","10,001-15,000","2650"
"122","1489519","2016","Non-Trade","Male",33,"Australia","No Religion","Middle","Small Country Town","160,001-180,000","2318"
"123","1490242","2016","Postgraduate","Male",28,"Australia","No Religion","Working","Major City","15,001-20,000","2031"
"124","1490665","2016","Bachelor","Male",43,"Australia","Lutheran","Middle","Large Town","160,001-180,000","2640"
"125","1498798","2016","Bachelor","Male",31,"NESB","Muslim","Middle","Major City","60,001-70,000","2770"
"126","1507666","2016","Bachelor","Male",34,"Australia","No Religion","Middle","Major City","150,001-160,000","2130"
"127","1509419","2016","Bachelor","Female",59,"Australia","No Religion","Middle","Small Country Town","70,001-80,000","2550"
"128","1513630","2016","Postgraduate","Male",42,"Australia","No Religion","Middle","Large Country Town","90,001-100,000","2594"
"129","1530344","2016","Bachelor","Male",37,"Australia","No Religion","Upper","Major City",">180,000","2011"
"130","1532581","2016","No Qualification","Female",21,"Australia","Roman Catholic","Working","Small Country Town","15,001-20,000","2630"
"131","1532741","2016","No Qualification","Male",39,"Australia","Roman Catholic","Middle","Major City","110,001-120,000","2233"
"132","1533886","2016","Bachelor","Female",61,"Australia","Methodist","Working","Small Country Town","100,001-110,000","2400"
"133","1534099","2016","Postgraduate","Female",55,"Australia","No Religion","Middle","Major City",">180,000","2094"
"134","1547366","2016","Bachelor","Female",53,"Australia","Anglican","Middle","Major City","160,001-180,000","2193"
"135","1552432","2016","Bachelor","Male",60,"ESB","Anglican","Middle","Major City",">180,000","2041"
"136","1565572","2016","Associate Diploma","Female",42,"Australia","Roman Catholic","Middle","Major City","120,001-130,000","2042"
"137","1572867","2016","Trade","Female",61,"Australia","Roman Catholic","Working","Small Country Town","35,001-40,000","2502"
"138","1575638","2016","Postgraduate","Male",38,"Australia","No Religion","Middle","Major City",">180,000","2260"
"139","1579964","2016","No Qualification","Female",19,"Australia","No Religion","Middle","Major City","50,001-60,000","2212"
"140","1581698","2016","Bachelor","Male",65,"ESB","Anglican","Middle","Small Country Town","90,001-100,000","2315"
"141","1593831","2016","No Qualification","Female",21,"Australia","No Religion","Working","Major City","<10,000","2500"
"142","1602802","2016","Trade","Male",62,"Australia","Anglican","Working","Major City","60,001-70,000","2286"
"143","1613666","2016","Non-Trade","Female",64,"Australia","Roman Catholic","Working","Major City","15,001-20,000","4020"
"144","1618522","2016","Bachelor","Male",76,"Australia","Methodist","Middle","Major City","35,001-40,000","4303"
"145","1622390","2016","Trade","Male",73,"Australia","Roman Catholic","Middle","Major City","30,001-35,000","4061"
"146","1623864","2016","Postgraduate","Female",61,"Australia","Christian","Middle","Major City","50,001-60,000","4122"
"147","1627715","2016","Postgraduate","Male",68,"Australia","Roman Catholic","Middle","Major City","35,001-40,000","4075"
"148","1627988","2016","No Qualification","Female",67,"Australia","Anglican","None","Major City","15,001-20,000","4133"
"149","1632643","2016","No Qualification","Male",72,"Australia","No Religion","Working","Rural","35,001-40,000","4520"
"150","1633640","2016","Postgraduate","Female",62,"ESB","No Religion","Middle","Major City","150,001-160,000","4165"
"151","1633933","2016","Postgraduate","Female",52,"Australia","Lutheran","Middle","Rural","140,001-150,000","4352"
"152","1635647","2016","Trade","Male",57,"Australia","Anglican","Middle","Major City","160,001-180,000","4074"
"153","1638582","2016","No Qualification","Female",75,"ESB","Anglican","Working","Major City","25,001-30,000","4122"
"154","1640365","2016","Trade","Male",62,"Australia","Anglican","Working","Major City","50,001-60,000","4305"
"155","1654531","2016","Undergraduate","Female",51,"Australia","Roman Catholic","Middle","Rural",">180,000","4183"
"156","1656807","2016","Bachelor","Male",65,"Australia","Presbyterian","Middle","Major City","50,001-60,000","4152"
"157","1658137","2016","No Qualification","Male",62,"Australia","Anglican","Middle","Rural",">180,000","4417"
"158","1659419","2016","Bachelor","Male",63,"Australia","Roman Catholic","Middle","Major City","150,001-160,000","4350"
"159","1660932","2016","No Qualification","Male",47,"NESB","No Religion","Working","Major City","45,001-50,000","4077"
"160","1661160","2016","Trade","Male",68,"Australia","Methodist","Working","Major City","50,001-60,000","4500"
"161","1668440","2016","No Qualification","Female",73,"Australia","Anglican","Middle","Small Country Town","30,001-35,000","4615"
"162","1681035","2016","Postgraduate","Male",68,"Australia","Anglican","Middle","Rural","90,001-100,000","4740"
"163","1686678","2016","Associate Diploma","Female",44,"Australia","Anglican","Middle","Major City","130,001-140,000","4213"
"164","1687027","2016","No Qualification","Male",68,"Australia","Presbyterian","Middle","Major City","160,001-180,000","4300"
"165","1689789","2016","Undergraduate","Male",51,"Australia","Roman Catholic","Middle","Major City","70,001-80,000","4152"
"166","1689995","2016","Non-Trade","Female",57,"Australia","Other","Middle","Small Country Town","80,001-90,000","4805"
"167","1691928","2016","Associate Diploma","Female",66,"Australia","Christian","Middle","Large Town","20,001-25,000","4020"
"168","1697458","2016","Non-Trade","Female",79,"Australia","Buddhist","None","Rural","10,001-15,000","4552"
"169","1701620","2016","Non-Trade","Female",49,"ESB","Anglican","Middle","Major City",">180,000","4151"
"170","1704046","2016","Associate Diploma","Male",70,"Australia","Roman Catholic","Middle","Rural","50,001-60,000","4819"
"171","1706073","2016","Postgraduate","Male",67,"ESB","Roman Catholic","Middle","Major City","30,001-35,000","4870"
"172","1713933","2016","Trade","Female",51,"Australia","Roman Catholic","Middle","Major City","160,001-180,000","4350"
"173","1729126","2016","No Qualification","Male",64,"Australia","Anglican","Middle","Major City","50,001-60,000","4217"
"174","1735779","2016","Postgraduate","Female",39,"ESB","Presbyterian","Middle","Major City",">180,000","4020"
"175","1742241","2016","Trade","Female",48,"ESB","Christian","Working","Large Town","70,001-80,000","4814"
"176","1742302","2016","Associate Diploma","Female",45,"Australia","No Religion","Working","Large Town","40,001-45,000","4570"
"177","1747499","2016","Associate Diploma","Female",43,"Australia","Anglican","Working","Large Town","90,001-100,000","4817"
"178","1748747","2016","No Qualification","Female",72,"Australia","Anglican","Middle","Major City","80,001-90,000","4169"
"179","1749109","2016","Undergraduate","Male",65,"Australia","Roman Catholic","Middle","Small Country Town","160,001-180,000","4880"
"180","1750440","2016","Associate Diploma","Female",63,"Australia","Anglican","Middle","Major City","60,001-70,000","4060"
"181","1752133","2016","Bachelor","Male",63,"ESB","No Religion","Middle","Major City","90,001-100,000","4810"
"182","1758553","2016","No Qualification","Female",59,"Australia","Anglican","Working","Large Town","100,001-110,000","4655"
"183","1759978","2016","No Qualification","Female",67,"Australia","No Religion","None","Rural","30,001-35,000","4621"
"184","1760029","2016","No Qualification","Female",67,"Australia","Anglican","Working","Major City","70,001-80,000","4208"
"185","1775487","2016","Undergraduate","Female",35,"Australia","Anglican","Middle","Large Town",">180,000","4350"
"186","1777048","2016","Non-Trade","Female",65,"Australia","Pentecostalism","Working","Major City","<10,000","4152"
"187","1796243","2016","Bachelor","Female",64,"Australia","No Religion","None","Major City","120,001-130,000","4221"
"188","1797045","2016","Undergraduate","Female",49,"Australia","No Religion","None","Major City",">180,000","4054"
"189","1799144","2016","No Qualification","Male",69,"Australia","Roman Catholic","Working","Small Country Town","<10,000","4580"
"190","1803289","2016","Trade","Male",79,"ESB","Anglican","Working","Major City","40,001-45,000","4216"
"191","1804819","2016","Postgraduate","Male",59,"NESB","Muslim","Upper","Major City",">180,000","4178"
"192","1811836","2016","Bachelor","Male",52,"Australia","Methodist","None","Major City","15,001-20,000","4814"
"193","1816877","2016","Bachelor","Male",71,"ESB","No Religion","Middle","Small Country Town","35,001-40,000","4802"
"194","1823836","2016","Postgraduate","Male",36,"ESB","Roman Catholic","Middle","Rural","60,001-70,000","4124"
"195","1828263","2016","No Qualification","Male",75,"ESB","No Religion","Middle","Major City","20,001-25,000","4215"
"196","1832974","2016","No Qualification","Female",67,"Australia","Baptist","Middle","Large Town","50,001-60,000","4558"
"197","1835571","2016","No Qualification","Male",57,"Australia","Seventh Day Adventist","Working","Major City","60,001-70,000","4500"
"198","1838076","2016","Non-Trade","Female",65,"NESB","Anglican","Middle","Major City","70,001-80,000","4500"
"199","1838452","2016","No Qualification","Male",76,"Australia","Anglican","Middle","Rural","60,001-70,000","4352"
"200","1842316","2016","Associate Diploma","Male",57,"Australia","Roman Catholic","Middle","Major City","50,001-60,000","4170"
"201","1848614","2016","No Qualification","Male",54,"Australia","Anglican","Middle","Large Town","150,001-160,000","4502"
"202","1852621","2016","Non-Trade","Male",68,"Australia","No Religion","Working","Rural","20,001-25,000","4615"
"203","1863881","2016","Postgraduate","Female",29,"Australia","No Religion","Middle","Major City","150,001-160,000","4124"
"204","1865914","2016","Bachelor","Female",24,"Australia","No Religion","Middle","Major City","110,001-120,000","4154"
"205","1869543","2016","No Qualification","Female",70,"Australia","Baptist","Working","Large Town","30,001-35,000","4556"
"206","1875910","2016","Undergraduate","Female",30,"Australia","No Religion","Working","Large Town","110,001-120,000","4818"
"207","1883561","2016","Bachelor","Male",36,"Australia","No Religion","Middle","Major City","120,001-130,000","4053"
"208","1884092","2016","No Qualification","Female",19,"Australia","No Religion","Middle","Major City","90,001-100,000","4017"
"209","1892486","2016","Non-Trade","Female",32,"Australia","Roman Catholic","Working","Rural","70,001-80,000","4723"
"210","1908132","2016","Bachelor","Male",32,"Australia","Methodist","Middle","Major City","80,001-90,000","4352"
"211","1925038","2016","Trade","Female",69,"ESB","Anglican","Middle","Major City","60,001-70,000","4215"
"212","1932396","2016","Bachelor","Female",56,"Australia","Christian Other","Middle","Major City","15,001-20,000","4558"
"213","1936381","2016","Non-Trade","Male",52,"Australia","Presbyterian","Working","Major City","60,001-70,000","4105"
"214","1936540","2016","Bachelor","Male",25,"Australia","No Religion","Middle","Major City",">180,000","4030"
"215","1937649","2016","No Qualification","Female",66,"Australia","Anglican","Middle","Major City","35,001-40,000","4078"
"216","1940897","2016","No Qualification","Female",37,"Australia","No Religion","Middle","Major City","90,001-100,000","4012"
"217","1947637","2016","Postgraduate","Female",32,"Australia","No Religion","Middle","Major City","160,001-180,000","4169"
"218","1958758","2016","Postgraduate","Female",63,"ESB","Methodist","Middle","Major City","60,001-70,000","4305"
"219","1977759","2016","Bachelor","Male",64,"Australia","Anglican","Middle","Major City","70,001-80,000","5016"
"220","1979034","2016","No Qualification","Male",47,"Australia","Roman Catholic","Working","Major City","15,001-20,000","5073"
"221","1980007","2016","No Qualification","Male",81,"ESB","Anglican","Working","Major City","35,001-40,000","5034"
"222","1981075","2016","Bachelor","Female",58,"Australia","Anglican","Middle","Major City","70,001-80,000","5073"
"223","1981513","2016","Undergraduate","Female",49,"Australia","Lutheran","Middle","Major City","80,001-90,000","5162"
"224","1984008","2016","No Qualification","Male",62,"Australia","Anglican","Working","Small Country Town","45,001-50,000","5269"
"225","1985035","2016","No Qualification","Female",61,"Australia","No Religion","Working","Major City","15,001-20,000","5087"
"226","1988411","2016","Trade","Male",70,"Australia","No Religion","Working","Small Country Town","15,001-20,000","5242"
"227","1991598","2016","Trade","Female",58,"Australia","No Religion","Working","Major City","80,001-90,000","5112"
"228","2004371","2016","Bachelor","Female",67,"Australia","Pentecostalism","Middle","Major City","50,001-60,000","5159"
"229","2004856","2016","No Qualification","Male",67,"Australia","Methodist","None","Small Country Town","140,001-150,000","5271"
"230","2006342","2016","Associate Diploma","Male",42,"Australia","No Religion","Working","Major City","90,001-100,000","5031"
"231","2018310","2016","Trade","Male",52,"Australia","Roman Catholic","Middle","Rural","150,001-160,000","5353"
"232","2022156","2016","Undergraduate","Male",32,"Australia","No Religion","Middle","Major City","90,001-100,000","5016"
"233","2024460","2016","Postgraduate","Male",65,"Australia","No Religion","Working","Major City","80,001-90,000","5043"
"234","2028780","2016","Bachelor","Female",33,"Australia","Christian","Middle","Major City","140,001-150,000","5086"
"235","2035663","2016","Trade","Male",67,"Australia","Anglican","Working","Rural","20,001-25,000","5251"
"236","2036515","2016","No Qualification","Female",23,"Australia","No Religion","Middle","Major City","90,001-100,000","5042"
"237","2038670","2016","No Qualification","Female",48,"Australia","No Religion","Working","Rural","160,001-180,000","5291"
"238","2043793","2016","Bachelor","Female",44,"Australia","No Religion","Middle","Major City","160,001-180,000","5031"
"239","2048686","2016","Non-Trade","Female",60,"Australia","Lutheran","Working","Major City","30,001-35,000","5126"
"240","2051787","2016","Postgraduate","Male",39,"Australia","Roman Catholic","Middle","Major City","100,001-110,000","5167"
"241","2053961","2016","Undergraduate","Male",51,"Australia","No Religion","None","Rural","20,001-25,000","5214"
"242","2061271","2016","Undergraduate","Female",41,"Australia","No Religion","Middle","Major City","150,001-160,000","5008"
"243","2062273","2016","Associate Diploma","Male",80,"Australia","No Religion","Middle","Rural","100,001-110,000","5118"
"244","2067263","2016","Postgraduate","Male",87,"NESB","Non-Christian Other","Middle","Major City","160,001-180,000","5065"
"245","2067368","2016","Postgraduate","Male",58,"ESB","No Religion","Middle","Large Country Town","100,001-110,000","5540"
"246","2068598","2016","Postgraduate","Male",49,"ESB","No Religion","Middle","Major City","110,001-120,000","5108"
"247","2069868","2016","No Qualification","Female",42,"Australia","Roman Catholic","Working","Large Country Town","60,001-70,000","5607"
"248","2073815","2016","Postgraduate","Female",25,"Australia","No Religion","Middle","Major City","100,001-110,000","5072"
"249","2075012","2016","Postgraduate","Female",38,"Australia","Roman Catholic","Middle","Major City","70,001-80,000","5024"
"250","2078757","2016","Postgraduate","Female",36,"Australia","Methodist","Middle","Major City",">180,000","5067"
"251","2081271","2016","Associate Diploma","Male",67,"Australia","Anglican","Working","Major City","50,001-60,000","5169"
"252","2082569","2016","Trade","Female",53,"NESB","Roman Catholic","Middle","Major City","60,001-70,000","5052"
"253","2083724","2016","No Qualification","Female",20,"Australia","No Religion","None","Major City","35,001-40,000","5161"
"254","2086326","2016","Postgraduate","Female",39,"Australia","No Religion","Middle","Major City","140,001-150,000","5062"
"255","2093533","2016","Trade","Male",44,"ESB","Presbyterian","Working","Large Country Town",">180,000","5169"
"256","2093668","2016","No Qualification","Female",50,"NESB","Christian Other","None","Major City","45,001-50,000","5115"
"257","2100221","2016","Trade","Male",79,"Australia","No Religion","Working","Small Country Town","15,001-20,000","7253"
"258","2100616","2016","Trade","Female",53,"Australia","Methodist","Working","Large Country Town","130,001-140,000","7170"
"259","2102964","2016","Trade","Male",55,"Australia","Anglican","Working","Small Country Town","160,001-180,000","7253"
"260","2108115","2016","Bachelor","Female",48,"Australia","Roman Catholic","Middle","Major City","130,001-140,000","7011"
"261","2109409","2016","Associate Diploma","Male",54,"Australia","Roman Catholic","Working","Small Country Town","140,001-150,000","7140"
"262","2109553","2016","Postgraduate","Male",64,"Australia","No Religion","Middle","Rural","110,001-120,000","7253"
"263","2110857","2016","Associate Diploma","Male",67,"Australia","No Religion","Middle","Large Town","70,001-80,000","7015"
"264","2111006","2016","Bachelor","Male",62,"Australia","Roman Catholic","Working","Rural","100,001-110,000","7109"
"265","2111705","2016","Associate Diploma","Female",67,"Australia","Anglican","Middle","Major City","60,001-70,000","7015"
"266","2113887","2016","Trade","Female",25,"Australia","No Religion","Working","Rural","25,001-30,000","7140"
"267","2115262","2016","Associate Diploma","Female",70,"Australia","No Religion","Middle","Major City","30,001-35,000","7249"
