"","year","Respondent_ID_2016","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","secondpref"
"60","2016","1389851","Labor","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","No Difference","Liberal","Labor","No Difference","No Difference","Labor","Liberal","No Difference","Labor","No Difference","Taxation","Health",NA
"61","2016","1406063","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Superannuation",NA
"62","2016","1411918","Liberal","Extremely Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Liberal","No Difference","Labor","No Difference","Liberal","Labor","No Difference","No Difference","No Difference","Liberal","Economy","Health",NA
"63","2016","1422869","Liberal","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Labor","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Immigration","Debt",NA
"64","2016","1426480","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Labor","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Superannuation","Economy",NA
"65","2016","1432791","Other","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Liberal","No Difference","Labor","Labor","Liberal","Labor","No Difference","Labor","No Difference","No Difference","Economy","Refugees","Labor"
"66","2016","1436532","National","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt",NA
"67","2016","1440482","Greens","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","Labor","Refugees","Economy","Labor"
"68","2016","1448762","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Quite Important","Labor","No Difference","Labor","Labor","Labor","Labor","No Difference","No Difference","No Difference","Labor","Health","Education",NA
"69","2016","1455811","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","No Difference","No Difference","No Difference","No Difference","No Difference","Labor","No Difference","No Difference","No Difference","No Difference","Economy","Refugees",NA
"70","2016","1460002","Labor","Quite Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Labor","No Difference","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","Education","Climate",NA
"71","2016","1465568","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","No Difference","No Difference","No Difference","Liberal","Liberal","Economy","Health",NA
"72","2016","1473954","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Education","Environment",NA
"73","2016","1475630","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Labor","Labor","Labor","Labor","No Difference","Labor","No Difference","Labor","Labor","Labor","Education","Economy",NA
"74","2016","1480341","Liberal","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","No Difference","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Debt","Refugees",NA
"75","2016","1490242","Greens","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Refugees","Education","Labor"
"76","2016","1490665","Liberal","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Liberal","Taxation","Economy",NA
"77","2016","1507666","Australian Sex","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Liberal","No Difference","Labor","Labor","Liberal","Labor","No Difference","Labor","Liberal","Liberal","Climate","Environment","Labor"
"78","2016","1513630","Australian Liberty Alliance","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","No Difference","No Difference","Labor","No Difference","No Difference","Labor","Liberal","No Difference","No Difference","No Difference","Health","Immigration",NA
"79","2016","1530344","Labor","Quite Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Labor","No Difference","Labor","No Difference","Liberal","Labor","No Difference","No Difference","No Difference","Liberal","Health","Climate",NA
"80","2016","1532741","Liberal","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy",NA
"81","2016","1533886","Labor","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Labor","No Difference","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Economy","Education",NA
"82","2016","1547366","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Education","Superannuation",NA
"83","2016","1552432","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","No Difference","No Difference","No Difference","Liberal","Economy","Taxation",NA
"84","2016","1565572","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Liberal","Liberal","Health","Environment",NA
"85","2016","1575638","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Environment","Education",NA
"86","2016","1593831","Greens","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Labor","Health","Environment","Labor"
"87","2016","1602802","Labor","Extremely Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Labor","No Difference","Labor","No Difference","Labor","Labor","No Difference","No Difference","Labor","No Difference","Superannuation","Economy",NA
"88","2016","1613666","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Economy",NA
"89","2016","1618522","Liberal","Not Very Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Climate",NA
"90","2016","1622390","Liberal","Quite Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Climate",NA
"91","2016","1623864","Liberal","Not Very Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy",NA
"92","2016","1627715","Labor","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Labor","No Difference","Liberal","Labor","Liberal","Liberal","No Difference","Labor","Labor","Liberal","Superannuation","Education",NA
"93","2016","1632700","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Taxation",NA
"94","2016","1633640","Labor","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Labor","No Difference","Labor","No Difference","No Difference","Labor","No Difference","Labor","Labor","No Difference","Environment","Climate","Labor"
"95","2016","1635647","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Taxation","Climate",NA
"96","2016","1640365","Labor","Quite Important","Not Very Important","Not Very Important","Not Very Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Health","Education",NA
"97","2016","1654531","Labor","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Labor","Labor","Liberal","Labor","Labor","Labor","Labor","Liberal","Labor","Liberal","Superannuation","Taxation",NA
"98","2016","1658137","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Economy",NA
