"","year","Respondent_ID_2016","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","secondpref"
"21","2019","1346571","Liberal","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Economy",NA
"22","2019","1347731","National","Quite Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Immigration",NA
"23","2019","1349433","Liberal","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","Labor","Liberal","No Difference","No Difference","Labor","Liberal","Liberal","Economy","Health",NA
"24","2019","1369316","Liberal","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA
"25","2019","1375254","Liberal","Quite Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","No Difference","Liberal","No Difference","No Difference","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Economy","Education",NA
"26","2019","1388647","Liberal","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Refugees",NA
"27","2019","1422869","Liberal","Quite Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Taxation",NA
"28","2019","1436532","National","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Taxation","Education",NA
"29","2019","1465568","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Taxation",NA
"30","2019","1490665","Liberal","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Taxation","Superannuation",NA
"31","2019","1532741","Liberal","Extremely Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","No Difference","Liberal","No Difference","Liberal","Liberal","Economy","Taxation",NA
"32","2019","1547366","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Education","Health",NA
"33","2019","1613666","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Superannuation",NA
"34","2019","1618522","Liberal","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA
"35","2019","1622390","Liberal","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Economy","Superannuation",NA
"36","2019","1623864","Liberal","Extremely Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt",NA
"37","2019","1632700","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Superannuation",NA
"38","2019","1635647","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Superannuation",NA
"39","2019","1656807","Liberal","Extremely Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA
"40","2019","1658137","Liberal","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Debt","Taxation",NA
"41","2019","1661160","Liberal","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","Liberal","No Difference","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Economy","Debt",NA
"42","2019","1668440","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","No Difference","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Health","Refugees",NA
"43","2019","1681035","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Refugees",NA
"44","2019","1687027","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Taxation",NA
"45","2019","1701620","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Taxation","Health",NA
"46","2019","1704046","Liberal","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt",NA
"47","2019","1713933","Liberal","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Superannuation","Debt",NA
"48","2019","1729126","Liberal","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Superannuation","Taxation",NA
"49","2019","1735779","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Taxation","Immigration",NA
"50","2019","1752133","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Taxation",NA
"51","2019","1775487","Liberal","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Economy","Taxation",NA
"52","2019","1832974","Liberal","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Health",NA
"53","2019","1838452","National","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Health","Education",NA
"54","2019","1848614","Liberal","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Labor","Labor","Liberal","Labor","Liberal","Labor","Liberal","Liberal","Economy","Health",NA
"55","2019","1875910","Liberal","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Taxation",NA
"56","2019","1883561","Liberal","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Taxation",NA
"57","2019","1937649","Liberal","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Labor","Liberal","Labor","Liberal","Labor","Liberal","Liberal","Economy","Debt",NA
"58","2019","1958758","Liberal","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Labor","Liberal","Health","Refugees",NA
"59","2019","1972940","Liberal","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Labor","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Labor","Labor","Liberal","Economy","Immigration",NA
"60","2019","1981075","Liberal","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Superannuation","Health",NA
"61","2019","1981513","Liberal","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Liberal","No Difference","No Difference","Labor","Liberal","Labor","No Difference","Labor","No Difference","Liberal","Economy","Superannuation",NA
"62","2019","1991598","Liberal","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt",NA
"63","2019","2004856","Liberal","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Immigration",NA
"64","2019","2006342","Liberal","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","No Difference","Labor","Labor","Liberal","No Difference","No Difference","No Difference","Liberal","Liberal","Economy","Environment",NA
"65","2019","2022156","Liberal","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Economy","Climate",NA
"66","2019","2024460","Liberal","Quite Important","Extremely Important","Quite Important","Not Very Important","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Immigration",NA
"67","2019","2048686","Liberal","Quite Important","Not Very Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Debt","Refugees",NA
"68","2019","2067263","Liberal","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Economy","Taxation",NA
"69","2019","2067368","Liberal","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Taxation","Superannuation",NA
"70","2019","2102964","Liberal","Extremely Important","Not Very Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Quite Important","Liberal","Labor","Liberal","Labor","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Economy","Taxation",NA
"71","2019","2111705","Liberal","Not Very Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Not Very Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","No Difference","No Difference","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA
"72","2019","2123063","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Health",NA
"73","2019","2143481","Liberal","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Economy","Health",NA
"74","2019","2146564","Liberal","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Taxation","Economy",NA
"75","2019","2146822","Liberal","Quite Important","Not Very Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Taxation","Education",NA
"76","2019","2152958","Liberal","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Economy","Superannuation",NA
"77","2019","2156811","Liberal","Quite Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Superannuation","Environment",NA
"78","2019","2178012","Liberal","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","No Difference","Liberal","No Difference","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Superannuation","Health",NA
"79","2019","2187276","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Immigration",NA
"80","2019","2204920","Liberal","Quite Important","Extremely Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Labor","Liberal","Liberal","Liberal","Labor","Liberal","Labor","Superannuation","Refugees",NA
"81","2019","2206845","Liberal","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Superannuation",NA
"82","2019","2212149","Liberal","Extremely Important","Not Very Important","Quite Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Refugees","Superannuation",NA
"83","2019","2216541","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","Labor","Labor","Liberal","No Difference","No Difference","Labor","Liberal","Liberal","Superannuation","Climate",NA
"84","2019","2234659","Liberal","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Health",NA
"85","2019","2246039","Liberal","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Superannuation","Health",NA
"86","2019","2252579","Liberal","Quite Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Economy",NA
"87","2019","2260466","Liberal","Extremely Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","No Difference","No Difference","No Difference","Liberal","No Difference","No Difference","No Difference","Liberal","Liberal","Economy","Superannuation",NA
"88","2019","2277707","Liberal","Quite Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Immigration",NA
"89","2019","2289369","Liberal","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Health","Economy",NA
"90","2019","2289406","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Labor","No Difference","No Difference","Liberal","Liberal","Superannuation","Debt",NA
"91","2019","2292646","Liberal","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","Liberal","Liberal","No Difference","Liberal","No Difference","Liberal","Liberal","Liberal","Health","Superannuation",NA
"92","2019","2348436","Liberal","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","No Difference","No Difference","Labor","No Difference","Liberal","No Difference","No Difference","No Difference","Liberal","Liberal","Taxation","Superannuation",NA
"93","2019","2378896","Liberal","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Health",NA
"94","2019","2404262","Liberal","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Immigration","Refugees",NA
"95","2019","2409010","Liberal","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Economy",NA
"96","2019","2427163","Liberal","Quite Important","Not Very Important","Quite Important","Quite Important","Extremely Important","Quite Important","Quite Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation",NA
